x,custom,boost,derivation
-8.2910000000,0.0983951303,0.0983951303,0.2651529632
-8.2900000000,0.0986602495,0.0986602495,0.2650864124
-8.2890000000,0.0989253021,0.0989253021,0.2650195924
-8.2880000000,0.0991902877,0.0991902877,0.2649525031
-8.2870000000,0.0994552060,0.0994552060,0.2648851446
-8.2860000000,0.0997200569,0.0997200569,0.2648175169
-8.2850000000,0.0999848400,0.0999848400,0.2647496201
-8.2840000000,0.1002495551,0.1002495551,0.2646814542
-8.2830000000,0.1005142019,0.1005142019,0.2646130193
-8.2820000000,0.1007787802,0.1007787802,0.2645443153
-8.2810000000,0.1010432895,0.1010432895,0.2644753423
-8.2800000000,0.1013077298,0.1013077298,0.2644061004
-8.2790000000,0.1015721007,0.1015721007,0.2643365895
-8.2780000000,0.1018364020,0.1018364020,0.2642668098
-8.2770000000,0.1021006334,0.1021006334,0.2641967612
-8.2760000000,0.1023647945,0.1023647945,0.2641264438
-8.2750000000,0.1026288852,0.1026288852,0.2640558576
-8.2740000000,0.1028929052,0.1028929052,0.2639850027
-8.2730000000,0.1031568543,0.1031568543,0.2639138791
-8.2720000000,0.1034207320,0.1034207320,0.2638424868
-8.2710000000,0.1036845382,0.1036845382,0.2637708259
-8.2700000000,0.1039482727,0.1039482727,0.2636988964
-8.2690000000,0.1042119351,0.1042119351,0.2636266983
-8.2680000000,0.1044755251,0.1044755251,0.2635542318
-8.2670000000,0.1047390426,0.1047390426,0.2634814967
-8.2660000000,0.1050024871,0.1050024871,0.2634084933
-8.2650000000,0.1052658586,0.1052658586,0.2633352214
-8.2640000000,0.1055291566,0.1055291566,0.2632616812
-8.2630000000,0.1057923810,0.1057923810,0.2631878727
-8.2620000000,0.1060555314,0.1060555314,0.2631137959
-8.2610000000,0.1063186076,0.1063186076,0.2630394508
-8.2600000000,0.1065816094,0.1065816094,0.2629648376
-8.2590000000,0.1068445364,0.1068445364,0.2628899562
-8.2580000000,0.1071073883,0.1071073883,0.2628148067
-8.2570000000,0.1073701650,0.1073701650,0.2627393891
-8.2560000000,0.1076328662,0.1076328662,0.2626637035
-8.2550000000,0.1078954915,0.1078954915,0.2625877499
-8.2540000000,0.1081580408,0.1081580408,0.2625115284
-8.2530000000,0.1084205136,0.1084205136,0.2624350389
-8.2520000000,0.1086829099,0.1086829099,0.2623582816
-8.2510000000,0.1089452293,0.1089452293,0.2622812565
-8.2500000000,0.1092074715,0.1092074715,0.2622039636
-8.2490000000,0.1094696363,0.1094696363,0.2621264030
-8.2480000000,0.1097317234,0.1097317234,0.2620485747
-8.2470000000,0.1099937325,0.1099937325,0.2619704787
-8.2460000000,0.1102556635,0.1102556635,0.2618921152
-8.2450000000,0.1105175159,0.1105175159,0.2618134841
-8.2440000000,0.1107792895,0.1107792895,0.2617345855
-8.2430000000,0.1110409842,0.1110409842,0.2616554194
-8.2420000000,0.1113025995,0.1113025995,0.2615759859
-8.2410000000,0.1115641352,0.1115641352,0.2614962850
-8.2400000000,0.1118255912,0.1118255912,0.2614163168
-8.2390000000,0.1120869670,0.1120869670,0.2613360814
-8.2380000000,0.1123482624,0.1123482624,0.2612555786
-8.2370000000,0.1126094773,0.1126094773,0.2611748087
-8.2360000000,0.1128706112,0.1128706112,0.2610937717
-8.2350000000,0.1131316639,0.1131316639,0.2610124676
-8.2340000000,0.1133926353,0.1133926353,0.2609308964
-8.2330000000,0.1136535249,0.1136535249,0.2608490582
-8.2320000000,0.1139143325,0.1139143325,0.2607669531
-8.2310000000,0.1141750579,0.1141750579,0.2606845810
-8.2300000000,0.1144357008,0.1144357008,0.2606019421
-8.2290000000,0.1146962609,0.1146962609,0.2605190364
-8.2280000000,0.1149567380,0.1149567380,0.2604358640
-8.2270000000,0.1152171318,0.1152171318,0.2603524248
-8.2260000000,0.1154774420,0.1154774420,0.2602687190
-8.2250000000,0.1157376684,0.1157376684,0.2601847466
-8.2240000000,0.1159978107,0.1159978107,0.2601005076
-8.2230000000,0.1162578686,0.1162578686,0.2600160021
-8.2220000000,0.1165178419,0.1165178419,0.2599312301
-8.2210000000,0.1167777302,0.1167777302,0.2598461918
-8.2200000000,0.1170375334,0.1170375334,0.2597608871
-8.2190000000,0.1172972512,0.1172972512,0.2596753160
-8.2180000000,0.1175568832,0.1175568832,0.2595894788
-8.2170000000,0.1178164293,0.1178164293,0.2595033753
-8.2160000000,0.1180758892,0.1180758892,0.2594170057
-8.2150000000,0.1183352625,0.1183352625,0.2593303699
-8.2140000000,0.1185945491,0.1185945491,0.2592434682
-8.2130000000,0.1188537487,0.1188537487,0.2591563004
-8.2120000000,0.1191128609,0.1191128609,0.2590688667
-8.2110000000,0.1193718856,0.1193718856,0.2589811671
