x,custom,boost,derivation
1.9430000000,0.2568564345,0.2568564345,-0.5797466231
1.9440000000,0.2562767085,0.2562767085,-0.5797048988
1.9450000000,0.2556970244,0.2556970244,-0.5796627696
1.9460000000,0.2551173827,0.2551173827,-0.5796202359
1.9470000000,0.2545377837,0.2545377837,-0.5795772975
1.9480000000,0.2539582278,0.2539582278,-0.5795339545
1.9490000000,0.2533787155,0.2533787155,-0.5794902071
1.9500000000,0.2527992472,0.2527992472,-0.5794460553
1.9510000000,0.2522198232,0.2522198232,-0.5794014992
1.9520000000,0.2516404439,0.2516404439,-0.5793565388
1.9530000000,0.2510611098,0.2510611098,-0.5793111743
1.9540000000,0.2504818213,0.2504818213,-0.5792654056
1.9550000000,0.2499025788,0.2499025788,-0.5792192329
1.9560000000,0.2493233826,0.2493233826,-0.5791726563
1.9570000000,0.2487442332,0.2487442332,-0.5791256757
1.9580000000,0.2481651310,0.2481651310,-0.5790782914
1.9590000000,0.2475860763,0.2475860763,-0.5790305033
1.9600000000,0.2470070697,0.2470070697,-0.5789823116
1.9610000000,0.2464281114,0.2464281114,-0.5789337162
1.9620000000,0.2458492019,0.2458492019,-0.5788847174
1.9630000000,0.2452703417,0.2452703417,-0.5788353151
1.9640000000,0.2446915310,0.2446915310,-0.5787855095
1.9650000000,0.2441127704,0.2441127704,-0.5787353005
1.9660000000,0.2435340601,0.2435340601,-0.5786846884
1.9670000000,0.2429554007,0.2429554007,-0.5786336731
1.9680000000,0.2423767925,0.2423767925,-0.5785822548
1.9690000000,0.2417982359,0.2417982359,-0.5785304335
1.9700000000,0.2412197313,0.2412197313,-0.5784782093
1.9710000000,0.2406412792,0.2406412792,-0.5784255823
1.9720000000,0.2400628798,0.2400628798,-0.5783725526
1.9730000000,0.2394845337,0.2394845337,-0.5783191202
1.9740000000,0.2389062413,0.2389062413,-0.5782652852
1.9750000000,0.2383280028,0.2383280028,-0.5782110477
1.9760000000,0.2377498188,0.2377498188,-0.5781564078
1.9770000000,0.2371716897,0.2371716897,-0.5781013656
1.9780000000,0.2365936158,0.2365936158,-0.5780459211
1.9790000000,0.2360155975,0.2360155975,-0.5779900744
1.9800000000,0.2354376353,0.2354376353,-0.5779338256
1.9810000000,0.2348597295,0.2348597295,-0.5778771748
1.9820000000,0.2342818806,0.2342818806,-0.5778201220
1.9830000000,0.2337040889,0.2337040889,-0.5777626674
1.9840000000,0.2331263549,0.2331263549,-0.5777048111
1.9850000000,0.2325486790,0.2325486790,-0.5776465530
1.9860000000,0.2319710615,0.2319710615,-0.5775878934
1.9870000000,0.2313935028,0.2313935028,-0.5775288322
1.9880000000,0.2308160034,0.2308160034,-0.5774693696
1.9890000000,0.2302385637,0.2302385637,-0.5774095056
1.9900000000,0.2296611840,0.2296611840,-0.5773492404
1.9910000000,0.2290838649,0.2290838649,-0.5772885739
1.9920000000,0.2285066065,0.2285066065,-0.5772275064
1.9930000000,0.2279294095,0.2279294095,-0.5771660379
1.9940000000,0.2273522741,0.2273522741,-0.5771041684
1.9950000000,0.2267752007,0.2267752007,-0.5770418981
1.9960000000,0.2261981899,0.2261981899,-0.5769792271
1.9970000000,0.2256212419,0.2256212419,-0.5769161553
1.9980000000,0.2250443572,0.2250443572,-0.5768526830
1.9990000000,0.2244675361,0.2244675361,-0.5767888102
2.0000000000,0.2238907791,0.2238907791,-0.5767245370
2.0010000000,0.2233140866,0.2233140866,-0.5766598635
2.0020000000,0.2227374590,0.2227374590,-0.5765947898
2.0030000000,0.2221608966,0.2221608966,-0.5765293159
2.0040000000,0.2215844000,0.2215844000,-0.5764634419
2.0050000000,0.2210079693,0.2210079693,-0.5763971680
2.0060000000,0.2204316052,0.2204316052,-0.5763304942
2.0070000000,0.2198553079,0.2198553079,-0.5762634207
2.0080000000,0.2192790779,0.2192790779,-0.5761959474
2.0090000000,0.2187029156,0.2187029156,-0.5761280745
2.0100000000,0.2181268213,0.2181268213,-0.5760598022
2.0110000000,0.2175507955,0.2175507955,-0.5759911304
2.0120000000,0.2169748386,0.2169748386,-0.5759220592
2.0130000000,0.2163989510,0.2163989510,-0.5758525889
2.0140000000,0.2158231330,0.2158231330,-0.5757827194
2.0150000000,0.2152473851,0.2152473851,-0.5757124508
2.0160000000,0.2146717076,0.2146717076,-0.5756417833
2.0170000000,0.2140961010,0.2140961010,-0.5755707169
2.0180000000,0.2135205657,0.2135205657,-0.5754992517
2.0190000000,0.2129451021,0.2129451021,-0.5754273879
2.0200000000,0.2123697105,0.2123697105,-0.5753551255
2.0210000000,0.2117943913,0.2117943913,-0.5752824645
2.0220000000,0.2112191450,0.2112191450,-0.5752094052
2.0230000000,0.2106439720,0.2106439720,-0.5751359476
2.0240000000,0.2100688727,0.2100688727,-0.5750620918
2.0250000000,0.2094938473,0.2094938473,-0.5749878378
2.0260000000,0.2089188965,0.2089188965,-0.5749131859
2.0270000000,0.2083440205,0.2083440205,-0.5748381360
2.0280000000,0.2077692197,0.2077692197,-0.5747626883
2.0290000000,0.2071944946,0.2071944946,-0.5746868429
2.0300000000,0.2066198455,0.2066198455,-0.5746105999
2.0310000000,0.2060452728,0.2060452728,-0.5745339593
2.0320000000,0.2054707770,0.2054707770,-0.5744569213
2.0330000000,0.2048963585,0.2048963585,-0.5743794860
2.0340000000,0.2043220175,0.2043220175,-0.5743016534
2.0350000000,0.2037477546,0.2037477546,-0.5742234237
2.0360000000,0.2031735701,0.2031735701,-0.5741447970
2.0370000000,0.2025994645,0.2025994645,-0.5740657733
2.0380000000,0.2020254380,0.2020254380,-0.5739863527
2.0390000000,0.2014514912,0.2014514912,-0.5739065355
2.0400000000,0.2008776244,0.2008776244,-0.5738263216
2.0410000000,0.2003038380,0.2003038380,-0.5737457112
2.0420000000,0.1997301324,0.1997301324,-0.5736647043
2.0430000000,0.1991565080,0.1991565080,-0.5735833011
2.0440000000,0.1985829652,0.1985829652,-0.5735015016
2.0450000000,0.1980095044,0.1980095044,-0.5734193061
2.0460000000,0.1974361260,0.1974361260,-0.5733367145
2.0470000000,0.1968628304,0.1968628304,-0.5732537269
2.0480000000,0.1962896180,0.1962896180,-0.5731703436
2.0490000000,0.1957164891,0.1957164891,-0.5730865645
2.0500000000,0.1951434442,0.1951434442,-0.5730023899
2.0510000000,0.1945704837,0.1945704837,-0.5729178197
2.0520000000,0.1939976080,0.1939976080,-0.5728328541
2.0530000000,0.1934248174,0.1934248174,-0.5727474931
2.0540000000,0.1928521124,0.1928521124,-0.5726617370
2.0550000000,0.1922794933,0.1922794933,-0.5725755858
2.0560000000,0.1917069605,0.1917069605,-0.5724890397
2.0570000000,0.1911345146,0.1911345146,-0.5724020986
2.0580000000,0.1905621557,0.1905621557,-0.5723147627
2.0590000000,0.1899898844,0.1899898844,-0.5722270322
2.0600000000,0.1894177010,0.1894177010,-0.5721389071
2.0610000000,0.1888456059,0.1888456059,-0.5720503876
2.0620000000,0.1882735995,0.1882735995,-0.5719614737
2.0630000000,0.1877016823,0.1877016823,-0.5718721656
2.0640000000,0.1871298545,0.1871298545,-0.5717824633
2.0650000000,0.1865581167,0.1865581167,-0.5716923671
2.0660000000,0.1859864691,0.1859864691,-0.5716018769
2.0670000000,0.1854149122,0.1854149122,-0.5715109929
2.0680000000,0.1848434464,0.1848434464,-0.5714197152
2.0690000000,0.1842720721,0.1842720721,-0.5713280439
2.0700000000,0.1837007896,0.1837007896,-0.5712359791
2.0710000000,0.1831295994,0.1831295994,-0.5711435210
2.0720000000,0.1825585019,0.1825585019,-0.5710506696
2.0730000000,0.1819874973,0.1819874973,-0.5709574250
2.0740000000,0.1814165863,0.1814165863,-0.5708637874
2.0750000000,0.1808457690,0.1808457690,-0.5707697569
2.0760000000,0.1802750460,0.1802750460,-0.5706753336
2.0770000000,0.1797044176,0.1797044176,-0.5705805176
2.0780000000,0.1791338842,0.1791338842,-0.5704853090
2.0790000000,0.1785634462,0.1785634462,-0.5703897079
2.0800000000,0.1779931041,0.1779931041,-0.5702937145
2.0810000000,0.1774228580,0.1774228580,-0.5701973288
2.0820000000,0.1768527086,0.1768527086,-0.5701005509
2.0830000000,0.1762826562,0.1762826562,-0.5700033811
2.0840000000,0.1757127011,0.1757127011,-0.5699058193
2.0850000000,0.1751428437,0.1751428437,-0.5698078658
2.0860000000,0.1745730845,0.1745730845,-0.5697095206
2.0870000000,0.1740034239,0.1740034239,-0.5696107838
2.0880000000,0.1734338622,0.1734338622,-0.5695116555
2.0890000000,0.1728643998,0.1728643998,-0.5694121359
2.0900000000,0.1722950371,0.1722950371,-0.5693122252
2.0910000000,0.1717257745,0.1717257745,-0.5692119233
2.0920000000,0.1711566124,0.1711566124,-0.5691112304
2.0930000000,0.1705875512,0.1705875512,-0.5690101467
2.0940000000,0.1700185913,0.1700185913,-0.5689086722
2.0950000000,0.1694497330,0.1694497330,-0.5688068071
2.0960000000,0.1688809768,0.1688809768,-0.5687045515
2.0970000000,0.1683123230,0.1683123230,-0.5686019054
2.0980000000,0.1677437721,0.1677437721,-0.5684988691
2.0990000000,0.1671753244,0.1671753244,-0.5683954427
2.1000000000,0.1666069803,0.1666069803,-0.5682916262
2.1010000000,0.1660387403,0.1660387403,-0.5681874198
2.1020000000,0.1654706046,0.1654706046,-0.5680828236
2.1030000000,0.1649025737,0.1649025737,-0.5679778377
2.1040000000,0.1643346480,0.1643346480,-0.5678724623
2.1050000000,0.1637668279,0.1637668279,-0.5677666974
2.1060000000,0.1631991137,0.1631991137,-0.5676605432
2.1070000000,0.1626315059,0.1626315059,-0.5675539998
2.1080000000,0.1620640048,0.1620640048,-0.5674470674
2.1090000000,0.1614966108,0.1614966108,-0.5673397459
2.1100000000,0.1609293243,0.1609293243,-0.5672320357
2.1110000000,0.1603621458,0.1603621458,-0.5671239368
2.1120000000,0.1597950755,0.1597950755,-0.5670154492
2.1130000000,0.1592281139,0.1592281139,-0.5669065733
2.1140000000,0.1586612614,0.1586612614,-0.5667973089
2.1150000000,0.1580945183,0.1580945183,-0.5666876564
2.1160000000,0.1575278851,0.1575278851,-0.5665776158
2.1170000000,0.1569613621,0.1569613621,-0.5664671872
2.1180000000,0.1563949497,0.1563949497,-0.5663563708
2.1190000000,0.1558286483,0.1558286483,-0.5662451666
2.1200000000,0.1552624583,0.1552624583,-0.5661335749
2.1210000000,0.1546963801,0.1546963801,-0.5660215957
2.1220000000,0.1541304141,0.1541304141,-0.5659092292
2.1230000000,0.1535645606,0.1535645606,-0.5657964755
2.1240000000,0.1529988201,0.1529988201,-0.5656833347
2.1250000000,0.1524331929,0.1524331929,-0.5655698069
2.1260000000,0.1518676795,0.1518676795,-0.5654558923
2.1270000000,0.1513022801,0.1513022801,-0.5653415910
2.1280000000,0.1507369952,0.1507369952,-0.5652269031
2.1290000000,0.1501718252,0.1501718252,-0.5651118288
2.1300000000,0.1496067704,0.1496067704,-0.5649963682
2.1310000000,0.1490418314,0.1490418314,-0.5648805213
2.1320000000,0.1484770083,0.1484770083,-0.5647642885
2.1330000000,0.1479123017,0.1479123017,-0.5646476696
2.1340000000,0.1473477118,0.1473477118,-0.5645306650
2.1350000000,0.1467832392,0.1467832392,-0.5644132747
2.1360000000,0.1462188842,0.1462188842,-0.5642954989
2.1370000000,0.1456546471,0.1456546471,-0.5641773377
2.1380000000,0.1450905283,0.1450905283,-0.5640587912
2.1390000000,0.1445265283,0.1445265283,-0.5639398595
2.1400000000,0.1439626475,0.1439626475,-0.5638205428
2.1410000000,0.1433988861,0.1433988861,-0.5637008413
2.1420000000,0.1428352446,0.1428352446,-0.5635807549
2.1430000000,0.1422717234,0.1422717234,-0.5634602840
2.1440000000,0.1417083228,0.1417083228,-0.5633394286
2.1450000000,0.1411450433,0.1411450433,-0.5632181888
2.1460000000,0.1405818852,0.1405818852,-0.5630965648
2.1470000000,0.1400188490,0.1400188490,-0.5629745568
2.1480000000,0.1394559349,0.1394559349,-0.5628521647
2.1490000000,0.1388931434,0.1388931434,-0.5627293889
2.1500000000,0.1383304749,0.1383304749,-0.5626062293
2.1510000000,0.1377679297,0.1377679297,-0.5624826863
2.1520000000,0.1372055082,0.1372055082,-0.5623587598
2.1530000000,0.1366432109,0.1366432109,-0.5622344500
2.1540000000,0.1360810380,0.1360810380,-0.5621097571
2.1550000000,0.1355189901,0.1355189901,-0.5619846812
2.1560000000,0.1349570674,0.1349570674,-0.5618592224
2.1570000000,0.1343952703,0.1343952703,-0.5617333808
2.1580000000,0.1338335993,0.1338335993,-0.5616071567
2.1590000000,0.1332720547,0.1332720547,-0.5614805501
2.1600000000,0.1327106369,0.1327106369,-0.5613535612
2.1610000000,0.1321493462,0.1321493462,-0.5612261902
2.1620000000,0.1315881832,0.1315881832,-0.5610984370
2.1630000000,0.1310271480,0.1310271480,-0.5609703020
2.1640000000,0.1304662412,0.1304662412,-0.5608417852
2.1650000000,0.1299054631,0.1299054631,-0.5607128868
2.1660000000,0.1293448140,0.1293448140,-0.5605836068
2.1670000000,0.1287842944,0.1287842944,-0.5604539456
2.1680000000,0.1282239047,0.1282239047,-0.5603239031
2.1690000000,0.1276636452,0.1276636452,-0.5601934795
2.1700000000,0.1271035163,0.1271035163,-0.5600626751
2.1710000000,0.1265435184,0.1265435184,-0.5599314898
2.1720000000,0.1259836519,0.1259836519,-0.5597999239
2.1730000000,0.1254239171,0.1254239171,-0.5596679775
2.1740000000,0.1248643145,0.1248643145,-0.5595356507
2.1750000000,0.1243048444,0.1243048444,-0.5594029437
2.1760000000,0.1237455071,0.1237455071,-0.5592698566
2.1770000000,0.1231863032,0.1231863032,-0.5591363896
2.1780000000,0.1226272329,0.1226272329,-0.5590025428
2.1790000000,0.1220682966,0.1220682966,-0.5588683163
2.1800000000,0.1215094947,0.1215094947,-0.5587337104
2.1810000000,0.1209508276,0.1209508276,-0.5585987250
2.1820000000,0.1203922957,0.1203922957,-0.5584633605
2.1830000000,0.1198338994,0.1198338994,-0.5583276169
2.1840000000,0.1192756389,0.1192756389,-0.5581914943
2.1850000000,0.1187175148,0.1187175148,-0.5580549930
2.1860000000,0.1181595274,0.1181595274,-0.5579181130
2.1870000000,0.1176016770,0.1176016770,-0.5577808546
2.1880000000,0.1170439641,0.1170439641,-0.5576432178
2.1890000000,0.1164863889,0.1164863889,-0.5575052028
2.1900000000,0.1159289520,0.1159289520,-0.5573668097
2.1910000000,0.1153716537,0.1153716537,-0.5572280387
2.1920000000,0.1148144943,0.1148144943,-0.5570888900
2.1930000000,0.1142574743,0.1142574743,-0.5569493637
2.1940000000,0.1137005939,0.1137005939,-0.5568094599
2.1950000000,0.1131438537,0.1131438537,-0.5566691788
2.1960000000,0.1125872539,0.1125872539,-0.5565285205
2.1970000000,0.1120307949,0.1120307949,-0.5563874852
2.1980000000,0.1114744772,0.1114744772,-0.5562460730
2.1990000000,0.1109183011,0.1109183011,-0.5561042841
2.2000000000,0.1103622669,0.1103622669,-0.5559621187
2.2010000000,0.1098063751,0.1098063751,-0.5558195768
2.2020000000,0.1092506260,0.1092506260,-0.5556766587
2.2030000000,0.1086950200,0.1086950200,-0.5555333644
2.2040000000,0.1081395575,0.1081395575,-0.5553896941
2.2050000000,0.1075842389,0.1075842389,-0.5552456481
2.2060000000,0.1070290644,0.1070290644,-0.5551012264
2.2070000000,0.1064740346,0.1064740346,-0.5549564291
2.2080000000,0.1059191498,0.1059191498,-0.5548112565
2.2090000000,0.1053644103,0.1053644103,-0.5546667119
2.2100000000,0.1048098165,0.1048098165,-0.5545207950
2.2110000000,0.1042553688,0.1042553688,-0.5543745031
2.2120000000,0.1037010677,0.1037010677,-0.5542278366
2.2130000000,0.1031469133,0.1031469133,-0.5540807955
2.2140000000,0.1025929062,0.1025929062,-0.5539333800
2.2150000000,0.1020390467,0.1020390467,-0.5537855902
2.2160000000,0.1014853352,0.1014853352,-0.5536374263
2.2170000000,0.1009317721,0.1009317721,-0.5534888885
2.2180000000,0.1003783576,0.1003783576,-0.5533399768
2.2190000000,0.0998250923,0.0998250923,-0.5531906916
2.2200000000,0.0992719764,0.0992719764,-0.5530410328
2.2210000000,0.0987190104,0.0987190104,-0.5528910007
2.2220000000,0.0981661946,0.0981661946,-0.5527405955
2.2230000000,0.0976135294,0.0976135294,-0.5525898172
2.2240000000,0.0970610151,0.0970610151,-0.5524386661
2.2250000000,0.0965086522,0.0965086522,-0.5522871423
2.2260000000,0.0959564410,0.0959564410,-0.5521352459
2.2270000000,0.0954043819,0.0954043819,-0.5519829772
2.2280000000,0.0948524752,0.0948524752,-0.5518303362
2.2290000000,0.0943007214,0.0943007214,-0.5516773232
2.2300000000,0.0937491208,0.0937491208,-0.5515239382
2.2310000000,0.0931976737,0.0931976737,-0.5513701815
2.2320000000,0.0926463806,0.0926463806,-0.5512160532
2.2330000000,0.0920952418,0.0920952418,-0.5510615535
2.2340000000,0.0915442576,0.0915442576,-0.5509066825
2.2350000000,0.0909934286,0.0909934286,-0.5507514404
2.2360000000,0.0904427549,0.0904427549,-0.5505958273
2.2370000000,0.0898922371,0.0898922371,-0.5504398435
2.2380000000,0.0893418754,0.0893418754,-0.5502834890
2.2390000000,0.0887916703,0.0887916703,-0.5501267640
2.2400000000,0.0882416221,0.0882416221,-0.5499696688
2.2410000000,0.0876917311,0.0876917311,-0.5498122033
2.2420000000,0.0871419978,0.0871419978,-0.5496543679
2.2430000000,0.0865924226,0.0865924226,-0.5494961627
2.2440000000,0.0860430057,0.0860430057,-0.5493375879
2.2450000000,0.0854937476,0.0854937476,-0.5491786435
2.2460000000,0.0849446486,0.0849446486,-0.5490193298
2.2470000000,0.0843957091,0.0843957091,-0.5488596469
2.2480000000,0.0838469295,0.0838469295,-0.5486995951
2.2490000000,0.0832983101,0.0832983101,-0.5485391743
2.2500000000,0.0827498513,0.0827498513,-0.5483783849
2.2510000000,0.0822015535,0.0822015535,-0.5482172270
2.2520000000,0.0816534170,0.0816534170,-0.5480557008
2.2530000000,0.0811054423,0.0811054423,-0.5478938064
2.2540000000,0.0805576296,0.0805576296,-0.5477315439
2.2550000000,0.0800099794,0.0800099794,-0.5475689136
2.2560000000,0.0794624919,0.0794624919,-0.5474059156
2.2570000000,0.0789151677,0.0789151677,-0.5472425501
2.2580000000,0.0783680070,0.0783680070,-0.5470788173
2.2590000000,0.0778210102,0.0778210102,-0.5469147173
2.2600000000,0.0772741778,0.0772741778,-0.5467502502
2.2610000000,0.0767275099,0.0767275099,-0.5465854163
2.2620000000,0.0761810071,0.0761810071,-0.5464202158
2.2630000000,0.0756346697,0.0756346697,-0.5462546487
2.2640000000,0.0750884980,0.0750884980,-0.5460887152
2.2650000000,0.0745424924,0.0745424924,-0.5459224156
2.2660000000,0.0739966534,0.0739966534,-0.5457557500
2.2670000000,0.0734509811,0.0734509811,-0.5455887186
2.2680000000,0.0729054761,0.0729054761,-0.5454213215
2.2690000000,0.0723601387,0.0723601387,-0.5452535588
2.2700000000,0.0718149692,0.0718149692,-0.5450854309
2.2710000000,0.0712699680,0.0712699680,-0.5449169378
2.2720000000,0.0707251355,0.0707251355,-0.5447480797
2.2730000000,0.0701804720,0.0701804720,-0.5445788568
2.2740000000,0.0696359780,0.0696359780,-0.5444092693
2.2750000000,0.0690916537,0.0690916537,-0.5442393173
2.2760000000,0.0685474995,0.0685474995,-0.5440690010
2.2770000000,0.0680035159,0.0680035159,-0.5438983206
2.2780000000,0.0674597031,0.0674597031,-0.5437272762
2.2790000000,0.0669160615,0.0669160615,-0.5435558680
2.2800000000,0.0663725915,0.0663725915,-0.5433840962
2.2810000000,0.0658292935,0.0658292935,-0.5432119610
2.2820000000,0.0652861678,0.0652861678,-0.5430394625
2.2830000000,0.0647432148,0.0647432148,-0.5428666010
2.2840000000,0.0642004348,0.0642004348,-0.5426933765
2.2850000000,0.0636578282,0.0636578282,-0.5425197893
2.2860000000,0.0631153954,0.0631153954,-0.5423458395
2.2870000000,0.0625731367,0.0625731367,-0.5421715273
2.2880000000,0.0620310525,0.0620310525,-0.5419968529
2.2890000000,0.0614891432,0.0614891432,-0.5418218165
2.2900000000,0.0609474091,0.0609474091,-0.5416464182
2.2910000000,0.0604058506,0.0604058506,-0.5414706583
2.2920000000,0.0598644680,0.0598644680,-0.5412945368
2.2930000000,0.0593232617,0.0593232617,-0.5411180540
2.2940000000,0.0587822320,0.0587822320,-0.5409412100
2.2950000000,0.0582413794,0.0582413794,-0.5407640051
2.2960000000,0.0577007042,0.0577007042,-0.5405864393
2.2970000000,0.0571602068,0.0571602068,-0.5404085130
2.2980000000,0.0566198874,0.0566198874,-0.5402302262
2.2990000000,0.0560797465,0.0560797465,-0.5400515791
2.3000000000,0.0555397844,0.0555397844,-0.5398725719
2.3010000000,0.0550000016,0.0550000016,-0.5396932048
2.3020000000,0.0544603982,0.0544603982,-0.5395134780
2.3030000000,0.0539209748,0.0539209748,-0.5393333917
2.3040000000,0.0533817317,0.0533817317,-0.5391529460
2.3050000000,0.0528426691,0.0528426691,-0.5389721411
2.3060000000,0.0523037876,0.0523037876,-0.5387909772
2.3070000000,0.0517650874,0.0517650874,-0.5386094544
2.3080000000,0.0512265689,0.0512265689,-0.5384275730
2.3090000000,0.0506882324,0.0506882324,-0.5382453332
2.3100000000,0.0501500784,0.0501500784,-0.5380627350
2.3110000000,0.0496121072,0.0496121072,-0.5378797788
2.3120000000,0.0490743190,0.0490743190,-0.5376964646
2.3130000000,0.0485367144,0.0485367144,-0.5375127927
2.3140000000,0.0479992937,0.0479992937,-0.5373287633
2.3150000000,0.0474620571,0.0474620571,-0.5371443764
2.3160000000,0.0469250051,0.0469250051,-0.5369596324
2.3170000000,0.0463881381,0.0463881381,-0.5367745314
2.3180000000,0.0458514563,0.0458514563,-0.5365890735
2.3190000000,0.0453149601,0.0453149601,-0.5364032591
2.3200000000,0.0447786500,0.0447786500,-0.5362170881
2.3210000000,0.0442425261,0.0442425261,-0.5360305609
2.3220000000,0.0437065890,0.0437065890,-0.5358436777
2.3230000000,0.0431708390,0.0431708390,-0.5356564385
2.3240000000,0.0426352764,0.0426352764,-0.5354688436
2.3250000000,0.0420999015,0.0420999015,-0.5352808932
2.3260000000,0.0415647148,0.0415647148,-0.5350925874
2.3270000000,0.0410297166,0.0410297166,-0.5349039265
2.3280000000,0.0404949072,0.0404949072,-0.5347149106
2.3290000000,0.0399602869,0.0399602869,-0.5345255399
2.3300000000,0.0394258563,0.0394258563,-0.5343358147
2.3310000000,0.0388916155,0.0388916155,-0.5341457350
2.3320000000,0.0383575650,0.0383575650,-0.5339553011
2.3330000000,0.0378237051,0.0378237051,-0.5337645132
2.3340000000,0.0372900362,0.0372900362,-0.5335733715
2.3350000000,0.0367565586,0.0367565586,-0.5333818760
2.3360000000,0.0362232727,0.0362232727,-0.5331900272
2.3370000000,0.0356901788,0.0356901788,-0.5329978250
2.3380000000,0.0351572773,0.0351572773,-0.5328052698
2.3390000000,0.0346245685,0.0346245685,-0.5326123617
2.3400000000,0.0340920527,0.0340920527,-0.5324191008
2.3410000000,0.0335597305,0.0335597305,-0.5322254875
2.3420000000,0.0330276020,0.0330276020,-0.5320315218
2.3430000000,0.0324956677,0.0324956677,-0.5318372040
2.3440000000,0.0319639278,0.0319639278,-0.5316425342
2.3450000000,0.0314323828,0.0314323828,-0.5314475127
2.3460000000,0.0309010330,0.0309010330,-0.5312521396
2.3470000000,0.0303698788,0.0303698788,-0.5310564151
2.3480000000,0.0298389204,0.0298389204,-0.5308603395
2.3490000000,0.0293081583,0.0293081583,-0.5306639129
2.3500000000,0.0287775928,0.0287775928,-0.5304671355
2.3510000000,0.0282472242,0.0282472242,-0.5302700075
2.3520000000,0.0277170530,0.0277170530,-0.5300725291
2.3530000000,0.0271870794,0.0271870794,-0.5298747005
2.3540000000,0.0266573038,0.0266573038,-0.5296765218
2.3550000000,0.0261277266,0.0261277266,-0.5294779934
2.3560000000,0.0255983481,0.0255983481,-0.5292791153
2.3570000000,0.0250691686,0.0250691686,-0.5290798877
2.3580000000,0.0245401885,0.0245401885,-0.5288803110
2.3590000000,0.0240114082,0.0240114082,-0.5286803851
2.3600000000,0.0234828280,0.0234828280,-0.5284801105
2.3610000000,0.0229544482,0.0229544482,-0.5282794871
2.3620000000,0.0224262692,0.0224262692,-0.5280785154
2.3630000000,0.0218982914,0.0218982914,-0.5278771953
2.3640000000,0.0213705151,0.0213705151,-0.5276755272
2.3650000000,0.0208429406,0.0208429406,-0.5274735112
2.3660000000,0.0203155683,0.0203155683,-0.5272711476
2.3670000000,0.0197883985,0.0197883985,-0.5270684364
2.3680000000,0.0192614317,0.0192614317,-0.5268653780
2.3690000000,0.0187346680,0.0187346680,-0.5266619725
2.3700000000,0.0182081080,0.0182081080,-0.5264582202
2.3710000000,0.0176817518,0.0176817518,-0.5262541211
2.3720000000,0.0171556000,0.0171556000,-0.5260496756
2.3730000000,0.0166296527,0.0166296527,-0.5258448837
2.3740000000,0.0161039104,0.0161039104,-0.5256397458
2.3750000000,0.0155783735,0.0155783735,-0.5254342620
2.3760000000,0.0150530421,0.0150530421,-0.5252284325
2.3770000000,0.0145279168,0.0145279168,-0.5250222575
2.3780000000,0.0140029979,0.0140029979,-0.5248157373
2.3790000000,0.0134782856,0.0134782856,-0.5246088719
2.3800000000,0.0129537804,0.0129537804,-0.5244016617
2.3810000000,0.0124294825,0.0124294825,-0.5241941068
2.3820000000,0.0119053924,0.0119053924,-0.5239862074
2.3830000000,0.0113815104,0.0113815104,-0.5237779637
2.3840000000,0.0108578367,0.0108578367,-0.5235693759
2.3850000000,0.0103343719,0.0103343719,-0.5233604443
2.3860000000,0.0098111161,0.0098111161,-0.5231511690
2.3870000000,0.0092880698,0.0092880698,-0.5229415502
2.3880000000,0.0087652332,0.0087652332,-0.5227315881
2.3890000000,0.0082426069,0.0082426069,-0.5225212830
2.3900000000,0.0077201909,0.0077201909,-0.5223106350
2.3910000000,0.0071979858,0.0071979858,-0.5220996443
2.3920000000,0.0066759919,0.0066759919,-0.5218883112
2.3930000000,0.0061542095,0.0061542095,-0.5216766358
2.3940000000,0.0056326389,0.0056326389,-0.5214646184
2.3950000000,0.0051112805,0.0051112805,-0.5212522592
2.3960000000,0.0045901346,0.0045901346,-0.5210395583
2.3970000000,0.0040692016,0.0040692016,-0.5208265160
2.3980000000,0.0035484819,0.0035484819,-0.5206131324
2.3990000000,0.0030279756,0.0030279756,-0.5203994079
2.4000000000,0.0025076833,0.0025076833,-0.5201853425
2.4010000000,0.0019876052,0.0019876052,-0.5199709365
2.4020000000,0.0014677417,0.0014677417,-0.5197561901
2.4030000000,0.0009480931,0.0009480931,-0.5195411036
2.4040000000,0.0004286597,0.0004286597,-0.5193256770
2.4050000000,-0.0000905580,-0.0000905580,-0.5191099106
2.4060000000,-0.0006095598,-0.0006095598,-0.5188938047
2.4070000000,-0.0011283453,-0.0011283453,-0.5186773594
2.4080000000,-0.0016469143,-0.0016469143,-0.5184605750
2.4090000000,-0.0021652662,-0.0021652662,-0.5182434516
2.4100000000,-0.0026834009,-0.0026834009,-0.5180259895
2.4110000000,-0.0032013179,-0.0032013179,-0.5178081889
2.4120000000,-0.0037190170,-0.0037190170,-0.5175900499
2.4130000000,-0.0042364978,-0.0042364978,-0.5173715728
2.4140000000,-0.0047537599,-0.0047537599,-0.5171527578
2.4150000000,-0.0052708030,-0.0052708030,-0.5169336052
2.4160000000,-0.0057876268,-0.0057876268,-0.5167141150
2.4170000000,-0.0063042310,-0.0063042310,-0.5164942876
2.4180000000,-0.0068206151,-0.0068206151,-0.5162741231
2.4190000000,-0.0073367789,-0.0073367789,-0.5160536218
2.4200000000,-0.0078527221,-0.0078527221,-0.5158327838
2.4210000000,-0.0083684442,-0.0083684442,-0.5156116094
2.4220000000,-0.0088839450,-0.0088839450,-0.5153900988
2.4230000000,-0.0093992241,-0.0093992241,-0.5151682522
